"waktu","irradiance"
"2024-04-28 06:00:00","21.5"
"2024-04-28 06:00:00","21.5"
"2024-04-28 06:00:01","21.5"
"2024-04-28 06:00:01","21.5"
"2024-04-28 06:00:02","21.5"
"2024-04-28 06:00:02","21.5"
"2024-04-28 06:00:03","21.5"
"2024-04-28 06:00:03","21.5"
"2024-04-28 06:00:04","21.5"
"2024-04-28 06:00:04","21.5"
"2024-04-28 06:00:05","21.5"
"2024-04-28 06:00:05","21.5"
"2024-04-28 06:00:06","21.5"
"2024-04-28 06:00:06","21.5"
"2024-04-28 06:00:07","21.5"
"2024-04-28 06:00:07","21.5"
"2024-04-28 06:00:08","21.5"
"2024-04-28 06:00:08","21.5"
"2024-04-28 06:00:09","21.5"
"2024-04-28 06:00:09","21.5"
"2024-04-28 06:00:10","21.5"
"2024-04-28 06:00:10","21.5"
"2024-04-28 06:00:11","21.5"
"2024-04-28 06:00:11","21.5"
"2024-04-28 06:00:12","21.5"
"2024-04-28 06:00:12","21.5"
"2024-04-28 06:00:13","21.5"
"2024-04-28 06:00:13","21.5"
"2024-04-28 06:00:14","21.5"
"2024-04-28 06:00:14","21.5"
"2024-04-28 06:00:15","21.5"
"2024-04-28 06:00:15","21.5"
"2024-04-28 06:00:16","21.5"
"2024-04-28 06:00:16","21.5"
"2024-04-28 06:00:17","21.5"
"2024-04-28 06:00:17","21.5"
"2024-04-28 06:00:18","21.5"
"2024-04-28 06:00:18","21.5"
"2024-04-28 06:00:19","21.5"
"2024-04-28 06:00:19","21.5"
"2024-04-28 06:00:20","21.5"
"2024-04-28 06:00:20","21.5"
"2024-04-28 06:00:21","21.5"
"2024-04-28 06:00:21","21.5"
"2024-04-28 06:00:22","21.5"
"2024-04-28 06:00:22","21.5"
"2024-04-28 06:00:23","21.5"
"2024-04-28 06:00:23","21.5"
"2024-04-28 06:00:24","21.5"
"2024-04-28 06:00:24","21.5"
"2024-04-28 06:00:25","21.5"
"2024-04-28 06:00:25","21.5"
"2024-04-28 06:00:26","21.5"
"2024-04-28 06:00:26","21.5"
"2024-04-28 06:00:27","21.5"
"2024-04-28 06:00:27","21.5"
"2024-04-28 06:00:28","21.5"
"2024-04-28 06:00:28","21.5"
"2024-04-28 06:00:29","21.5"
"2024-04-28 06:00:29","21.5"
"2024-04-28 06:00:30","21.5"
"2024-04-28 06:00:30","21.5"
"2024-04-28 06:00:31","21.5"
"2024-04-28 06:00:31","21.5"
"2024-04-28 06:00:32","21.5"
"2024-04-28 06:00:32","21.5"
"2024-04-28 06:00:33","21.5"
"2024-04-28 06:00:33","21.5"
"2024-04-28 06:00:34","21.5"
"2024-04-28 06:00:34","21.5"
"2024-04-28 06:00:35","21.5"
"2024-04-28 06:00:35","21.5"
"2024-04-28 06:00:36","21.5"
"2024-04-28 06:00:36","21.5"
"2024-04-28 06:00:37","21.5"
"2024-04-28 06:00:37","21.5"
"2024-04-28 06:00:38","21.5"
"2024-04-28 06:00:38","21.5"
"2024-04-28 06:00:39","21.5"
"2024-04-28 06:00:39","21.5"
"2024-04-28 06:00:40","21.5"
"2024-04-28 06:00:40","21.5"
"2024-04-28 06:00:41","21.5"
"2024-04-28 06:00:41","21.5"
"2024-04-28 06:00:42","23.4"
"2024-04-28 06:00:42","23.4"
"2024-04-28 06:00:43","23.4"
"2024-04-28 06:00:43","23.4"
"2024-04-28 06:00:44","23.4"
"2024-04-28 06:00:44","23.4"
"2024-04-28 06:00:45","23.4"
"2024-04-28 06:00:45","23.4"
"2024-04-28 06:00:46","23.4"
"2024-04-28 06:00:46","23.4"
"2024-04-28 06:00:47","23.4"
"2024-04-28 06:00:47","23.4"
"2024-04-28 06:00:48","23.4"
"2024-04-28 06:00:48","23.4"
"2024-04-28 06:00:49","23.4"
"2024-04-28 06:00:49","23.4"
"2024-04-28 06:00:50","23.4"
"2024-04-28 06:00:50","23.4"
"2024-04-28 06:00:51","23.4"
"2024-04-28 06:00:51","23.4"
"2024-04-28 06:00:52","23.4"
"2024-04-28 06:00:52","23.4"
"2024-04-28 06:00:53","23.4"
"2024-04-28 06:00:53","23.4"
"2024-04-28 06:00:54","23.4"
"2024-04-28 06:00:54","23.4"
"2024-04-28 06:00:55","23.4"
"2024-04-28 06:00:55","23.4"
"2024-04-28 06:00:56","23.4"
"2024-04-28 06:00:56","23.4"
"2024-04-28 06:00:57","23.4"
"2024-04-28 06:00:57","23.4"
"2024-04-28 06:00:58","23.4"
"2024-04-28 06:00:58","23.4"
"2024-04-28 06:00:59","23.4"
"2024-04-28 06:00:59","23.4"
"2024-04-28 06:01:00","23.4"
"2024-04-28 06:01:00","23.4"
"2024-04-28 06:01:01","23.4"
"2024-04-28 06:01:01","23.4"
"2024-04-28 06:01:02","23.4"
"2024-04-28 06:01:02","23.4"
"2024-04-28 06:01:03","23.4"
"2024-04-28 06:01:03","23.4"
"2024-04-28 06:01:04","23.4"
"2024-04-28 06:01:04","23.4"
"2024-04-28 06:01:05","23.4"
"2024-04-28 06:01:05","23.4"
"2024-04-28 06:01:06","23.4"
"2024-04-28 06:01:06","23.4"
"2024-04-28 06:01:07","23.4"
"2024-04-28 06:01:07","23.4"
"2024-04-28 06:01:08","23.4"
"2024-04-28 06:01:08","23.4"
"2024-04-28 06:01:09","23.4"
"2024-04-28 06:01:09","23.4"
"2024-04-28 06:01:10","23.4"
"2024-04-28 06:01:10","23.4"
"2024-04-28 06:01:11","23.4"
"2024-04-28 06:01:11","23.4"
"2024-04-28 06:01:12","23.4"
"2024-04-28 06:01:12","23.4"
"2024-04-28 06:01:13","23.4"
"2024-04-28 06:01:13","23.4"
"2024-04-28 06:01:14","23.4"
"2024-04-28 06:01:14","23.4"
"2024-04-28 06:01:15","23.4"
"2024-04-28 06:01:15","23.4"
"2024-04-28 06:01:16","23.4"
"2024-04-28 06:01:16","23.4"
"2024-04-28 06:01:17","23.4"
"2024-04-28 06:01:17","23.4"
"2024-04-28 06:01:18","23.4"
"2024-04-28 06:01:18","23.4"
"2024-04-28 06:01:19","23.4"
"2024-04-28 06:01:19","23.4"
"2024-04-28 06:01:20","23.4"
"2024-04-28 06:01:20","23.4"
"2024-04-28 06:01:21","23.4"
"2024-04-28 06:01:21","23.4"
"2024-04-28 06:01:22","23.4"
"2024-04-28 06:01:22","23.4"
"2024-04-28 06:01:23","23.4"
"2024-04-28 06:01:23","23.4"
"2024-04-28 06:01:24","23.4"
"2024-04-28 06:01:24","23.4"
"2024-04-28 06:01:25","23.4"
"2024-04-28 06:01:25","23.4"
"2024-04-28 06:01:26","23.4"
"2024-04-28 06:01:26","23.4"
"2024-04-28 06:01:27","23.4"
"2024-04-28 06:01:27","23.4"
"2024-04-28 06:01:28","23.4"
"2024-04-28 06:01:28","23.4"
"2024-04-28 06:01:29","23.4"
"2024-04-28 06:01:29","23.4"
