"waktu","irradiance"
"2024-03-24 05:30:00","0"
"2024-03-24 05:30:00","0"
"2024-03-24 05:30:01","0"
"2024-03-24 05:30:01","0"
"2024-03-24 05:30:02","0"
"2024-03-24 05:30:02","0"
"2024-03-24 05:30:03","0"
"2024-03-24 05:30:03","0"
"2024-03-24 05:30:04","0"
"2024-03-24 05:30:04","0"
"2024-03-24 05:30:05","0"
"2024-03-24 05:30:05","0"
"2024-03-24 05:30:06","0"
"2024-03-24 05:30:06","0"
"2024-03-24 05:30:07","0"
"2024-03-24 05:30:07","0"
"2024-03-24 05:30:08","0"
"2024-03-24 05:30:08","0"
"2024-03-24 05:30:09","0"
"2024-03-24 05:30:09","0"
"2024-03-24 05:30:10","0"
"2024-03-24 05:30:10","0"
"2024-03-24 05:30:11","0"
"2024-03-24 05:30:11","0"
"2024-03-24 05:30:12","0"
"2024-03-24 05:30:12","0"
"2024-03-24 05:30:13","0"
"2024-03-24 05:30:13","0"
"2024-03-24 05:30:14","0"
"2024-03-24 05:30:14","0"
"2024-03-24 05:30:15","0"
"2024-03-24 05:30:15","0"
"2024-03-24 05:30:16","0"
"2024-03-24 05:30:16","0"
"2024-03-24 05:30:17","0"
"2024-03-24 05:30:17","0"
"2024-03-24 05:30:18","0"
"2024-03-24 05:30:18","0"
"2024-03-24 05:30:19","0"
"2024-03-24 05:30:19","0"
"2024-03-24 05:30:20","0"
"2024-03-24 05:30:20","0"
"2024-03-24 05:30:21","0"
"2024-03-24 05:30:21","0"
"2024-03-24 05:30:22","0"
"2024-03-24 05:30:22","0"
"2024-03-24 05:30:23","0"
"2024-03-24 05:30:23","0"
"2024-03-24 05:30:24","0"
"2024-03-24 05:30:24","0"
"2024-03-24 05:30:25","0"
"2024-03-24 05:30:25","0"
"2024-03-24 05:30:26","0"
"2024-03-24 05:30:26","0"
"2024-03-24 05:30:27","0"
"2024-03-24 05:30:27","0"
"2024-03-24 05:30:28","0"
"2024-03-24 05:30:28","0"
"2024-03-24 05:30:29","0"
"2024-03-24 05:30:29","0"
"2024-03-24 05:30:30","0"
"2024-03-24 05:30:30","0"
"2024-03-24 05:30:31","0"
"2024-03-24 05:30:31","0"
"2024-03-24 05:30:32","0"
"2024-03-24 05:30:32","0"
"2024-03-24 05:30:33","0"
"2024-03-24 05:30:33","0"
"2024-03-24 05:30:34","0"
"2024-03-24 05:30:34","0"
"2024-03-24 05:30:35","0"
"2024-03-24 05:30:35","0"
"2024-03-24 05:30:36","0"
"2024-03-24 05:30:36","0"
