"waktu","irradiance"
"2024-04-29 06:00:00","29"
"2024-04-29 06:00:00","29"
"2024-04-29 06:00:01","29"
"2024-04-29 06:00:01","29"
"2024-04-29 06:00:02","29"
"2024-04-29 06:00:02","29"
"2024-04-29 06:00:03","29"
"2024-04-29 06:00:03","29"
"2024-04-29 06:00:04","29"
"2024-04-29 06:00:04","29"
"2024-04-29 06:00:05","29"
"2024-04-29 06:00:05","29"
"2024-04-29 06:00:06","29"
"2024-04-29 06:00:06","29"
"2024-04-29 06:00:07","29"
"2024-04-29 06:00:07","29"
"2024-04-29 06:00:08","29"
"2024-04-29 06:00:08","29"
"2024-04-29 06:00:09","29"
"2024-04-29 06:00:09","29"
"2024-04-29 06:00:10","29"
"2024-04-29 06:00:10","29"
"2024-04-29 06:00:11","29"
"2024-04-29 06:00:11","29"
"2024-04-29 06:00:12","29"
"2024-04-29 06:00:12","29"
"2024-04-29 06:00:13","29"
"2024-04-29 06:00:13","29"
"2024-04-29 06:00:14","29"
"2024-04-29 06:00:14","29"
"2024-04-29 06:00:15","29"
"2024-04-29 06:00:15","29"
"2024-04-29 06:00:16","29"
"2024-04-29 06:00:16","29"
"2024-04-29 06:00:17","29"
"2024-04-29 06:00:17","29"
"2024-04-29 06:00:18","29"
"2024-04-29 06:00:18","29"
"2024-04-29 06:00:19","29"
"2024-04-29 06:00:19","29"
"2024-04-29 06:00:20","29"
"2024-04-29 06:00:20","29"
"2024-04-29 06:00:21","29"
"2024-04-29 06:00:21","29"
"2024-04-29 06:00:22","29"
"2024-04-29 06:00:22","29"
"2024-04-29 06:00:23","29"
"2024-04-29 06:00:23","29"
"2024-04-29 06:00:24","29"
"2024-04-29 06:00:24","29"
"2024-04-29 06:00:25","29"
"2024-04-29 06:00:25","29"
"2024-04-29 06:00:26","29"
"2024-04-29 06:00:26","29"
"2024-04-29 06:00:27","29"
"2024-04-29 06:00:27","29"
"2024-04-29 06:00:28","29"
"2024-04-29 06:00:28","29"
"2024-04-29 06:00:29","29"
"2024-04-29 06:00:29","29"
"2024-04-29 06:00:30","29"
"2024-04-29 06:00:30","29"
"2024-04-29 06:00:31","29"
"2024-04-29 06:00:31","29"
"2024-04-29 06:00:32","29"
"2024-04-29 06:00:32","29"
"2024-04-29 06:00:33","29"
"2024-04-29 06:00:33","29"
"2024-04-29 06:00:34","29"
"2024-04-29 06:00:34","29"
"2024-04-29 06:00:35","29"
"2024-04-29 06:00:35","29"
"2024-04-29 06:00:36","29"
"2024-04-29 06:00:36","29"
"2024-04-29 06:00:37","29"
"2024-04-29 06:00:37","29"
"2024-04-29 06:00:38","29"
"2024-04-29 06:00:38","29"
"2024-04-29 06:00:39","29"
"2024-04-29 06:00:39","29"
"2024-04-29 06:00:40","29"
"2024-04-29 06:00:40","29"
"2024-04-29 06:00:41","29"
"2024-04-29 06:00:41","29"
"2024-04-29 06:00:42","29"
"2024-04-29 06:00:42","29"
"2024-04-29 06:00:43","29"
"2024-04-29 06:00:43","29"
"2024-04-29 06:00:44","29"
"2024-04-29 06:00:44","29"
"2024-04-29 06:00:45","29"
"2024-04-29 06:00:45","29"
"2024-04-29 06:00:46","29"
"2024-04-29 06:00:46","29"
"2024-04-29 06:00:47","29"
"2024-04-29 06:00:47","29"
"2024-04-29 06:00:48","29"
"2024-04-29 06:00:48","29"
"2024-04-29 06:00:49","29"
"2024-04-29 06:00:49","29"
"2024-04-29 06:00:50","29"
"2024-04-29 06:00:50","29"
"2024-04-29 06:00:51","29"
"2024-04-29 06:00:51","29"
"2024-04-29 06:00:52","29"
"2024-04-29 06:00:52","29"
"2024-04-29 06:00:53","29"
"2024-04-29 06:00:53","29"
"2024-04-29 06:00:54","29"
"2024-04-29 06:00:54","29"
"2024-04-29 06:00:55","29"
"2024-04-29 06:00:55","29"
"2024-04-29 06:00:56","29"
"2024-04-29 06:00:56","29"
"2024-04-29 06:00:57","29"
"2024-04-29 06:00:57","29"
"2024-04-29 06:00:58","29"
"2024-04-29 06:00:58","29"
"2024-04-29 06:00:59","29"
"2024-04-29 06:00:59","29"
"2024-04-29 06:01:00","29"
"2024-04-29 06:01:00","29"
"2024-04-29 06:01:01","29"
"2024-04-29 06:01:01","29"
"2024-04-29 06:01:02","29"
"2024-04-29 06:01:02","29"
"2024-04-29 06:01:03","29"
"2024-04-29 06:01:03","29"
"2024-04-29 06:01:04","29"
